{   Distance	     Value	 Material }
{  3.41000e+00	 9.31474e+03	 GaN }

{   Distance	     Value	 Material }
{ -1.25000e+00	 6.23715e+03	 GaN }
{ -1.20083e+00	 6.37540e+03	 GaN }
{ -1.15273e+00	 9.07649e+03	 GaN }
{ -1.10569e+00	 1.69584e+04	 GaN }
{ -1.05969e+00	 3.12046e+04	 GaN }
{ -1.01470e+00	 1.02167e+04	 GaN }
{ -9.70692e-01	 9.15005e+03	 GaN }
{ -9.27653e-01	 1.15754e+04	 GaN }
{ -8.85559e-01	 1.25662e+04	 GaN }
{ -8.44390e-01	 1.35229e+04	 GaN }
{ -8.04126e-01	 1.33406e+04	 GaN }
{ -7.64745e-01	 1.35295e+04	 GaN }
{ -7.26230e-01	 1.36720e+04	 GaN }
{ -6.88561e-01	 1.37914e+04	 GaN }
{ -6.51719e-01	 1.38999e+04	 GaN }
{ -6.15686e-01	 1.40042e+04	 GaN }
{ -5.80445e-01	 1.43473e+04	 GaN }
{ -5.45978e-01	 1.42160e+04	 GaN }
{ -5.12268e-01	 1.43290e+04	 GaN }
{ -4.79298e-01	 1.44499e+04	 GaN }
{ -4.47053e-01	 1.45818e+04	 GaN }
{ -4.15516e-01	 1.50182e+04	 GaN }
{ -3.84671e-01	 1.48961e+04	 GaN }
{ -3.54504e-01	 1.54497e+04	 GaN }
{ -3.25000e-01	 1.53340e+04	 GaN }
{ -2.95331e-01	 1.55547e+04	 GaN }
{ -2.68749e-01	 1.59165e+04	 GaN }
{ -2.44932e-01	 1.64032e+04	 GaN }
{ -2.23593e-01	 1.65766e+04	 GaN }
{ -2.04475e-01	 1.65479e+04	 GaN }
{ -1.87345e-01	 1.67584e+04	 GaN }
{ -1.71998e-01	 1.70855e+04	 GaN }
{ -1.58248e-01	 1.72225e+04	 GaN }
{ -1.45928e-01	 1.75733e+04	 GaN }
{ -1.34890e-01	 1.83628e+04	 GaN }
{ -1.25000e-01	 2.03158e+04	 GaN }
{ -1.15109e-01	 2.37234e+04	 GaN }
{ -1.05419e-01	 2.96244e+04	 GaN }
{ -9.59231e-02	 2.94411e+04	 GaN }
{ -8.66194e-02	 3.12965e+04	 GaN }
{ -7.75033e-02	 3.42809e+04	 GaN }
{ -6.85713e-02	 3.42621e+04	 GaN }
{ -5.98195e-02	 3.56575e+04	 GaN }
{ -5.12443e-02	 3.70839e+04	 GaN }
{ -4.28422e-02	 3.85756e+04	 GaN }
{ -3.46096e-02	 4.01579e+04	 GaN }
{ -2.65432e-02	 4.18531e+04	 GaN }
{ -1.86395e-02	 4.36859e+04	 GaN }
{ -1.08953e-02	 4.75472e+04	 GaN }
{ -3.30745e-03	 4.81103e+04	 GaN }
{  4.12730e-03	 5.39486e+04	 GaN }
{  1.14120e-02	 5.35107e+04	 GaN }
{  1.85497e-02	 5.89276e+04	 GaN }
{  2.55434e-02	 5.81595e+04	 GaN }
{  3.23959e-02	 6.13143e+04	 GaN }
{  3.91102e-02	 6.49587e+04	 GaN }
{  4.56890e-02	 6.91305e+04	 GaN }
{  5.21349e-02	 7.39084e+04	 GaN }
{  5.84509e-02	 7.94059e+04	 GaN }
{  6.46393e-02	 8.57738e+04	 GaN }
{  7.07029e-02	 9.32074e+04	 GaN }
{  7.66441e-02	 1.01957e+05	 GaN }
{  8.24654e-02	 1.12337e+05	 GaN }
{  8.81692e-02	 1.24739e+05	 GaN }
{  9.37580e-02	 1.58376e+05	 GaN }
{  9.92339e-02	 1.57472e+05	 GaN }
{  1.04599e-01	 1.78720e+05	 GaN }
{  1.09857e-01	 2.03500e+05	 GaN }
{  1.15008e-01	 2.53003e+05	 GaN }
{  1.20055e-01	 2.60385e+05	 GaN }
{  1.25000e-01	 2.87676e+05	 GaN }
{  1.30032e-01	 3.09538e+05	 GaN }
{  1.35232e-01	 3.09534e+05	 GaN }
{  1.40607e-01	 3.24085e+05	 GaN }
{  1.46162e-01	 3.15296e+05	 GaN }
{  1.51904e-01	 2.98415e+05	 GaN }
{  1.57838e-01	 2.45727e+05	 GaN }
{  1.63972e-01	 2.51338e+05	 GaN }
{  1.70311e-01	 2.25499e+05	 GaN }
